Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2006-09-26 00:00:00+05:30,30.0782790071386,35.24171715834079,30.0782790071386,32.359214782714844,37912560,0.0,0.0
2006-09-27 00:00:00+05:30,32.584801704422254,34.25581717644391,31.958170902414132,33.645896911621094,15873845,0.0,0.0
2006-09-28 00:00:00+05:30,34.22240030676413,36.84589441021687,33.77122530895507,34.90751647949219,29829885,0.0,0.0
2006-09-29 00:00:00+05:30,35.05791304308214,35.550862864248494,34.347732555887674,34.75712966918945,6685010,0.0,0.0
2006-10-03 00:00:00+05:30,34.92422550836666,35.04119609076756,33.42866577690539,33.59576797485352,2439370,0.0,0.0
2006-10-04 00:00:00+05:30,33.83807474214964,34.0720159673733,32.25896509746961,32.46784210205078,3336005,0.0,0.0
2006-10-05 00:00:00+05:30,32.80204135707863,34.656870062313914,32.75191291891116,33.66261672973633,5176935,0.0,0.0
2006-10-06 00:00:00+05:30,33.8882057712772,33.8882057712772,32.58481213834766,32.66836166381836,1520235,0.0,0.0
2006-10-09 00:00:00+05:30,32.66835365016275,37.480880354904514,32.083500740914026,36.26103973388672,23530745,0.0,0.0
2006-10-10 00:00:00+05:30,36.10229424626437,37.66469625572627,35.26678637745634,35.651119232177734,14137605,0.0,0.0
2006-10-11 00:00:00+05:30,35.92683377851766,36.83753736690333,34.69028267279192,35.074615478515625,9157495,0.0,0.0
2006-10-12 00:00:00+05:30,35.3754035116249,37.03806558320903,34.79890422597704,36.46156311035156,13822905,0.0,0.0
2006-10-13 00:00:00+05:30,37.26365044662466,40.23805966865176,37.26365044662466,38.77592086791992,31494630,0.0,0.0
2006-10-16 00:00:00+05:30,38.94302272528196,39.302291367999366,37.071483675144535,37.39733123779297,9507530,0.0,0.0
2006-10-17 00:00:00+05:30,37.73989347483002,41.01508637456105,37.02135929789038,39.34407043457031,22703695,0.0,0.0
2006-10-18 00:00:00+05:30,39.10176160961436,41.44118264507333,38.60045824030497,39.6364860534668,13813000,0.0,0.0
2006-10-19 00:00:00+05:30,39.91220836633366,40.84797621877443,38.78427091332933,39.38583755493164,6213580,0.0,0.0
2006-10-20 00:00:00+05:30,39.76182227505855,40.47200273636784,39.36913253043282,39.68662643432617,4910145,0.0,0.0
2006-10-23 00:00:00+05:30,39.43597021582066,40.271478045871056,38.77591826515058,39.19367218017578,2713560,0.0,0.0
2006-10-26 00:00:00+05:30,37.93205769194641,39.594716529795306,37.93205769194641,38.75920867919922,1794890,0.0,0.0
2006-10-27 00:00:00+05:30,39.06834205801666,40.07930888549392,38.09915316895133,39.36912536621094,3035295,0.0,0.0
2006-10-30 00:00:00+05:30,39.0850520533738,39.43596697046558,37.597849258179416,37.865211486816406,1787575,0.0,0.0
2006-10-31 00:00:00+05:30,37.59785411618122,37.95712275493482,35.27514325957753,35.52579498291016,1787390,0.0,0.0
2006-11-01 00:00:00+05:30,35.9268323055157,37.23022550864594,35.75973012246684,36.75398635864258,2190490,0.0,0.0
2006-11-02 00:00:00+05:30,36.72891832485555,37.865209325302814,36.35293921629447,36.545108795166016,1715510,0.0,0.0
2006-11-03 00:00:00+05:30,36.76234356482657,36.904378362375645,35.67618405148948,35.943546295166016,1221105,0.0,0.0
2006-11-06 00:00:00+05:30,36.22761521850612,37.84849904653966,35.60933810385719,37.155029296875,2630010,0.0,0.0
2006-11-07 00:00:00+05:30,37.58949564427891,43.4296931204093,37.24693758907819,40.98165512084961,22849825,0.0,0.0
2006-11-08 00:00:00+05:30,41.106980257632216,44.83334390542664,40.97329915058337,41.967552185058594,26590050,0.0,0.0
2006-11-09 00:00:00+05:30,42.318474238348365,43.51325072901624,41.28244309313913,42.12630462646485,12247380,0.0,0.0
2006-11-10 00:00:00+05:30,42.3184693763096,43.24588031391239,41.49131529041512,42.19314193725586,8176700,0.0,0.0
2006-11-13 00:00:00+05:30,42.25162596574547,42.89496730510113,41.16546654609931,41.85893630981445,5157080,0.0,0.0
2006-11-14 00:00:00+05:30,42.07617091136856,42.57747428781233,40.63909655765635,41.01507568359375,4193980,0.0,0.0
2006-11-15 00:00:00+05:30,40.77278378826539,41.32421885997714,39.285580786087245,39.502811431884766,2066485,0.0,0.0
2006-11-16 00:00:00+05:30,39.77016600738216,42.01768380327354,39.435964833301966,40.71429061889648,5142555,0.0,0.0
2006-11-17 00:00:00+05:30,41.15710553992933,41.58321622733574,39.30228071957581,39.87042617797852,3762755,0.0,0.0
2006-11-20 00:00:00+05:30,39.987407332886,43.59680109117852,38.10751461764158,43.103851318359375,8519225,0.0,0.0
2006-11-21 00:00:00+05:30,43.42135291669111,45.8526811328556,43.11221265380647,43.71377944946289,9173100,0.0,0.0
2006-11-22 00:00:00+05:30,43.780601902203216,47.09756508777264,43.780601902203216,45.64378356933594,15292195,0.0,0.0
2006-11-23 00:00:00+05:30,45.986351103331366,47.60723512411364,44.348756543711,46.27042388916016,12945950,0.0,0.0
2006-11-24 00:00:00+05:30,46.20357752963048,47.908014089512335,45.96127951933952,46.79678726196289,7130345,0.0,0.0
2006-11-27 00:00:00+05:30,46.9889575865963,48.609841485385125,46.53778263355299,47.289737701416016,8396765,0.0,0.0
2006-11-28 00:00:00+05:30,47.181127435272735,47.62394555827601,45.66885713944789,46.11167526245117,4378960,0.0,0.0
2006-11-29 00:00:00+05:30,46.51271560865256,55.3356819152832,46.40410189431784,55.3356819152832,20472290,0.0,0.0
2006-11-30 00:00:00+05:30,56.00409291248122,65.06935225473018,56.00409291248122,62.5294075012207,36193555,0.0,0.0
2006-12-01 00:00:00+05:30,60.99206994675379,64.1085168734349,60.85003514934101,61.52679443359375,17998420,0.0,0.0
2006-12-04 00:00:00+05:30,61.660463461304026,66.6150237868148,61.660463461304026,64.47611999511719,19906595,0.0,0.0
2006-12-05 00:00:00+05:30,65.29494427987433,68.12731557781478,65.03593249380975,65.73776245117188,13698275,0.0,0.0
2006-12-06 00:00:00+05:30,66.23906373582723,67.07457161619725,59.32105950627064,61.426536560058594,16071370,0.0,0.0
2006-12-07 00:00:00+05:30,62.12002132964943,64.1670198467174,60.992086753610586,63.37328338623047,15938865,0.0,0.0
